Position,Institution,Country/territory,Count,Share
6155,"National Herbarium of New South Wales",Australia,1,0.19230769230769
6155,"Wanzhou Shanghai Hospital",China,1,0.19230769230769
6155,"SJTU-Pinghu Institute of Intelligent Optoelectronics",China,1,0.19230769230769
6155,"CeSPIA, Inc.",Japan,1,0.19230769230769
6155,"Photocross Co. Ltd.",Japan,1,0.19230769230769
6155,"InSphero AG",Switzerland,1,0.19230769230769
6155,"Schmidt Ocean Institute","United States of America (USA)",1,0.19230769230769
6155,"Apnimed, Inc.","United States of America (USA)",1,0.19230769230769
6155,"Dragonfly Focused Research Organization (FRO)","United States of America (USA)",2,0.19230769230769
6156,"Royal Military Academy (RMA)",Belgium,4,0.19183935844466
6157,"City Fertility",Australia,2,0.19166666666667
6157,"Leeuwenhoek Laboratories Co., Ltd.",Taiwan,3,0.19166666666667
6157,"Concordia University of Edmonton",Canada,2,0.19166666666667
6157,"University of Chittagong (CU)",Bangladesh,2,0.19166666666667
6157,"Lushang Group",China,2,0.19166666666667
6157,"ERA-NET NEURON",Germany,1,0.19166666666667
6158,"Government Medical College & Hospital, Chandigarh (GMCH Chandigarh)",India,3,0.19117854106163
6159,"Unidade Local de Saúde de Entre Douro e Vouga (ULSEDV)",Portugal,2,0.19105691056911
6160,"Henan Newmight Company",China,2,0.19090909090909
6160,"Karshi State University",Uzbekistan,2,0.19090909090909
6160,"RockyTech, Ltd.","United States of America (USA)",2,0.19090909090909
6160,"FAIR Data Infrastructure for Physics, Chemistry, Materials Science, and Astronomy e.V. (FAIR DI)",Germany,2,0.19090909090909
6160,"mirSense SAS",France,2,0.19090909090909
6160,"Guangdong Juhua Printing Display Technology Company, Ltd.",China,2,0.19090909090909
6160,"Beijing Capture Tech Co., Ltd.",China,2,0.19090909090909
6160,"Beijing Nuclear Industry Hospital (BNIH)",China,2,0.19090909090909
6160,"IBD Technology Co., Ltd.",China,2,0.19090909090909
6160,"Shanxi University of Finance and Economics (SXUFE)",China,2,0.19090909090909
6161,"Ahvaz Jundishapour University of Medical Sciences",Iran,7,0.19089239304953
6162,"Mara University of Technology (UiTM)",Malaysia,5,0.19082610345689
6163,"JiKang Therapeutics",China,2,0.19078947368421
6164,"Catholic University of Daegu","South Korea",4,0.19067515493405
6165,"Bavarian Forest National Park",Germany,5,0.19066445331706
6166,"Suzhou Vocational Institute of Industrial Technology (SIIT)",China,4,0.19047619047619
6166,"Offshore Renewable Energy Catapult","United Kingdom (UK)",2,0.19047619047619
6166,"Guangxi Normal University for Nationalities",China,2,0.19047619047619
6166,Sensome,France,1,0.19047619047619
6166,"National Institute for Genetic Engineering and Biotechnology (NIGEB)",Iran,1,0.19047619047619
6166,"Azul 3D, Inc","United States of America (USA)",1,0.19047619047619
6166,"Avillion LLP","United Kingdom (UK)",1,0.19047619047619
6166,"Northern Ireland Clinical Trials Unit","United Kingdom (UK)",1,0.19047619047619
6166,"National Intensive Care Evaluation (NICE)",Netherlands,1,0.19047619047619
6166,"Puglia Strategic Regional Agency for Health and Social Care (AReSS Puglia)",Italy,1,0.19047619047619
6166,"InfYnity Biomarkers",France,1,0.19047619047619
6166,"Galenus Health",Belgium,1,0.19047619047619
6166,"Covestro Deutschland AG",Germany,1,0.19047619047619
6166,"Beijing City University (BCU)",China,1,0.19047619047619
6166,"Protein Metrics LLC",China,1,0.19047619047619
6166,"The Third People's Hospital of Zhengzhou",China,1,0.19047619047619
6167,"British Columbia Excellence for Women's Health (BCCEWH)",Canada,3,0.19030934343434
6168,"Fundação Universidade Regional de Blumenau (FURB)",Brazil,3,0.19004113987558
6169,"Polar Bears International","United States of America (USA)",3,0.18981481481481
6170,"Austria Federal Ministry of Health and Women's Affairs (BMGF)",Austria,4,0.18944931773879
6171,"Epigenetic Clock Development Foundation (Clock Foundation)","United States of America (USA)",2,0.18939393939394
6172,"Climate Resource Pty. Ltd.",Australia,3,0.18888888888889
6172,"Quzhou Membrane Material Innovation Institute",China,3,0.18888888888889
6172,"Mikkeli Central Hospital",Finland,2,0.18888888888889
6173,"Institute for Health Research, Epidemiological Surveillance and Training (IRESSEF)",Senegal,4,0.18881390348782
6174,"Nanyang Central Hospital",China,7,0.18867926367926
6175,"Alere Technologies GmbH",Germany,3,0.18865740740741
6175,"Analytik Jena AG",Germany,3,0.18865740740741
6176,"Twist Bioscience","United States of America (USA)",3,0.18852813852814
6177,"Regional Institute of Gastroenterology and Hepatology Octavian Fodor",Romania,2,0.18838383838384
6178,"Winner Medical Co., Ltd",China,2,0.18831168831169
6178,"Weifang Vocational College",China,2,0.18831168831169
6178,"William Paterson University","United States of America (USA)",2,0.18831168831169
6178,"Federal University of Pampa (UNIPAMPA)",Brazil,2,0.18831168831169
6179,"Hospital of Southern Jutland Aabenraa",Denmark,3,0.18824404761905
6180,"Institute of Psychiatry and Neurology (IPIN)",Poland,2,0.18823529411765
6181,"Universitäre Psychiatrische Kliniken Basel (UPKBS)",Switzerland,4,0.1881471591752
6182,"Bénin Clinical Research Institute (IRCB)",Benin,5,0.18811953132431
6183,"ICE Bioscience",China,2,0.18803418803419
6183,"Trussell Technologies, Inc.","United States of America (USA)",2,0.18803418803419
6184,"Evangelical University of Goiás",Brazil,2,0.1875
6184,"Crittenden and Associates LLC","United States of America (USA)",2,0.1875
6184,"Chicago Botanic Garden","United States of America (USA)",2,0.1875
6184,"Krajská Nemocnice Liberec (KNL) a.s.","Czech Republic",2,0.1875
6184,"Guangdong Dowstone Technology Co., Ltd.",China,2,0.1875
6184,"Harbin Corner Science and Technology Inc.",China,2,0.1875
6184,"Shenzhen Academy of Metrology and Quality Inspection (Group)",China,2,0.1875
6184,"Zhongguancun Laboratory",China,2,0.1875
6184,RSC,Australia,2,0.1875
6184,TissenBiofarm,"South Korea",1,0.1875
6184,"Taiwan Ministry of Environment",Taiwan,1,0.1875
6184,"Galapagos N.V.",Belgium,1,0.1875
6184,"Bund für Umwelt und Naturschutz Deutschland e.V. (BUND) - Friends of the Earth Germany",Germany,1,0.1875
6184,"NOXXON Pharma AG",Germany,1,0.1875
6184,"Tune Insight",Switzerland,1,0.1875
6184,"Carbometrics Ltd.","United Kingdom (UK)",1,0.1875
6184,"Parow Entheobiosciences (PEB)","United States of America (USA)",1,0.1875
6184,"New England Discovery Partners (NEDP)","United States of America (USA)",1,0.1875
6184,"Seranova Bio","United States of America (USA)",1,0.1875
6184,"Kelly Services Inc.","United States of America (USA)",1,0.1875
6184,"Instituto Biota de Conservação",Brazil,1,0.1875
6184,"NES Biotechnology Co., Ltd.","South Korea",1,0.1875
6184,"Celliaz Ltd.","South Korea",1,0.1875
6184,"Youth Peer Education Network (Y-PEER Sudan)",Sudan,1,0.1875
6184,"University of South Asia (UNISA)",Bangladesh,1,0.1875
6184,"Child Sight Foundation (CSF Global)",Bangladesh,1,0.1875
6184,"Hubei Huitian New Materials Co., Ltd",China,1,0.1875
6184,"Shandong Coal Geology Bureau",China,1,0.1875
6184,"Regend Therapeutics",China,1,0.1875
6184,"Geological Survey Academy of Inner Mongolia Autonomous Region",China,1,0.1875
6184,"Hunan BeautySci Biotech Co., Ltd",China,1,0.1875
6184,"National Museum of Japanese History",Japan,1,0.1875
6184,"Kumamoto Industrial Research Institute",Japan,1,0.1875
6184,"Beijing Remnant Technology Co., Ltd.",China,1,0.1875
6185,"Metabolomics Australia (MA)",Australia,4,0.18735431235431
6186,"Amcan Pharmaceutical Biotechnology Co., Ltd.",China,1,0.18730158730159
6187,"Dante Pazzanese Institute of Cardiology",Brazil,5,0.18701531443467
6188,"ASST Cremona",Italy,2,0.18695652173913
6189,"Masonic Medical Research Institute (MMRI)","United States of America (USA)",2,0.18677419354839
6190,"Novant Health","United States of America (USA)",5,0.18668615984405
6191,"Suining Central Hospital",China,5,0.18652014652015
6192,"Spanish Network on Mastocytosis (REMA)",Spain,1,0.18645833333333
6193,"The Binding Site Group Ltd.","United Kingdom (UK)",2,0.18633540372671
6194,"Ontario Shores Centre for Mental Health Sciences (Ontario Shores)",Canada,2,0.18626262626263
6195,"Sozialstiftung Bamberg",Germany,11,0.18623307458873
6196,"Indiana Biosciences Research Institute (IBRI)","United States of America (USA)",3,0.18611111111111
6197,Atria,"United States of America (USA)",3,0.1860119047619
6198,"King Hussein Cancer Center",Jordan,6,0.18591551864973
6199,"Heilongjiang Ophthalmic Hospital",China,3,0.18585858585859
6200,"Amprion Inc.","United States of America (USA)",2,0.18582887700535
6201,"Bahcesehir University (BAU)",Turkey,5,0.18559916020672
6202,"Chuzhou First People's Hospital",China,2,0.18553459119497
6203,"Central Hospital of Yaoundé (HCY)",Cameroon,4,0.18538511793085
6204,"University of Defence",Serbia,4,0.18538463429469
6205,"Université de Fianarantsoa",Madagascar,2,0.18518518518519
6205,"Lusophone University of Humanities and Technologies (ULHT)",Portugal,2,0.18518518518519
6205,"Keygene N.V.",Netherlands,1,0.18518518518519
6206,"Seychelles Ministry of Health",Seychelles,4,0.18481701285856
6207,"Brandenburg University of Applied Sciences (THB)",Germany,2,0.18452380952381
6208,"JJP Biologics",Poland,3,0.18440607012036
6209,"Miedziowe Centrum Zdrowia S.A.",Poland,3,0.18427807486631
6210,"Frontier Science Foundation","United States of America (USA)",5,0.18414034448468
6211,"China Rare Earth Group",China,2,0.18406593406593
6212,"Westlake Omics (Hangzhou) Biotechnology Co., Ltd.",China,2,0.18402777777778
6213,"Institut National de la Recherche Agronomique (INRA)",Morocco,3,0.18385780885781
6214,"Ningbo University of Finance and Economics",China,2,0.18382352941176
6214,"Kırşehir Ahi Evran University",Turkey,2,0.18382352941176
6215,"Infectious Diseases Data Observatory (IDDO)","United Kingdom (UK)",4,0.18358090711032
6216,"University of Agder (UiA)",Norway,4,0.18356620160026
6217,"Technology Innovation Agency (TIA)","South Africa",3,0.18352593964007
6218,"Theiss Research Inc.","United States of America (USA)",5,0.18348214285714
6219,"Xi'an Children's Hospital",China,3,0.18333333333333
6219,Solagro,France,2,0.18333333333333
6219,"Alliance for Multispecialty Research (AMR)","United States of America (USA)",2,0.18333333333333
6219,"Mount St. Mary's University","United States of America (USA)",2,0.18333333333333
6219,"Yingtan Yaoning New Energy Co., Ltd.",China,1,0.18333333333333
6219,"Jiangxi Anchi New Energy Technology",China,1,0.18333333333333
6219,"Nicaragua Ministry of Health (MINSA)",Nicaragua,1,0.18333333333333
6219,"Great Barrier Reef Marine Park (GBRMP)",Australia,3,0.18333333333333
6219,"University of Applied Sciences for Engineering and Economics (HTW Berlin)",Germany,1,0.18333333333333
6220,"Azienda Unità Sanitaria Locale della Bologna (AUSL Bologna)",Italy,5,0.18298716928935
6221,"Bavarian Environment Agency (LfU)",Germany,3,0.18253968253968
6221,"Xizang Agricultural and Husbandry College",China,2,0.18253968253968
6221,Ovumia,Finland,2,0.18253968253968
6221,"Fundación Rioja Salud",Spain,2,0.18253968253968
6222,"International Institute for Population Sciences (IIPS)",India,2,0.18250926682164
6223,"Fortis Healthcare Ltd.",India,5,0.18246945714372
6224,"Austral University Hospital",Argentina,6,0.18236160022717
6225,"Origin Quantum",China,7,0.18225108225108
6226,OceanX,"United States of America (USA)",2,0.18181818181818
6226,"MVRIX Co., Ltd","South Korea",1,0.18181818181818
6226,"European Hospital",Italy,1,0.18181818181818
6226,"Industrie De Nora S.P.A.",Italy,1,0.18181818181818
6226,"Italian Workers' Compensation Authority (INAIL)",Italy,1,0.18181818181818
6226,"Teagasc Ashtown Food Research Centre",Ireland,1,0.18181818181818
6226,"The Autonomous Province of Trento",Italy,1,0.18181818181818
6226,"Cerba Research",Netherlands,1,0.18181818181818
6226,"Aqua Kompetanse AS",Norway,1,0.18181818181818
6226,"STIM AS",Norway,1,0.18181818181818
6226,"Centrum Medyczne ALL-MED",Poland,1,0.18181818181818
6226,"Science and Research Center of Koper (ZRS Koper)",Slovenia,1,0.18181818181818
6226,"Pharma Mar, S.A.",Spain,1,0.18181818181818
6226,"NanoLockin GmbH",Switzerland,1,0.18181818181818
6226,"Surface Measurement Systems Ltd.","United Kingdom (UK)",1,0.18181818181818
6226,"Radiologic Associates of Middletown (RAM Radiology)","United States of America (USA)",1,0.18181818181818
6226,"Turner Institute of Ecoagriculture","United States of America (USA)",1,0.18181818181818
6226,BiodiversityWorks,"United States of America (USA)",1,0.18181818181818
6226,"LiBeyond LLC","United States of America (USA)",1,0.18181818181818
6226,"The Metis Foundation","United States of America (USA)",1,0.18181818181818
6226,"Elizabeth City State University","United States of America (USA)",1,0.18181818181818
6226,"RoosterBio, Inc.","United States of America (USA)",1,0.18181818181818
6226,"CubicPV Inc.","United States of America (USA)",1,0.18181818181818
6226,"American Red Cross","United States of America (USA)",1,0.18181818181818
6226,DropGenie,"United States of America (USA)",1,0.18181818181818
6226,"San Juan City Hospital","United States of America (USA)",1,0.18181818181818
6226,"College of the Atlantic (COA)","United States of America (USA)",1,0.18181818181818
6226,"TEGnology ApS",Denmark,1,0.18181818181818
6226,"African Institutes of Science and Technology (AIST)",International,1,0.18181818181818
6226,"Amcor plc",Switzerland,1,0.18181818181818
6226,"Sierra Leone Ministry of Health and Sanitation","Sierra Leone",1,0.18181818181818
6226,"Telix Pharmaceuticals Limited",Australia,1,0.18181818181818
6226,"Nanjing Bready Advanced Materials Technology Co., Ltd.",China,1,0.18181818181818
6226,"Guangzhou No.12 Hospital",China,1,0.18181818181818
6226,"Phoenixolar Optoelectronics Co., Ltd",China,1,0.18181818181818
6226,"Shandong Yuchuan Yuan Environmental Protection Technology Co., Ltd.",China,1,0.18181818181818
6226,"Jiangsu Hairong Water Co., Ltd.",China,1,0.18181818181818
6226,"Shanghai Environmental Sanitation Engineering Design Institute Co., Ltd.",China,1,0.18181818181818
6226,"China Three Gorges New Energy Co., Ltd.",China,1,0.18181818181818
6226,"Ningbo Sino-Tech Hydrogen Membrane Technology Co., Ltd.",China,1,0.18181818181818
6226,"Hanwei Co., Ltd.",China,1,0.18181818181818
6226,"Institut für Nanophotonik (IFNANO)",Germany,1,0.18181818181818
6226,"Taiwan Liposome Co.",Taiwan,1,0.18181818181818
6226,"ACRO Biomedical Co., Ltd.",Taiwan,1,0.18181818181818
6226,"National Institute of Ecology (NIE)","South Korea",1,0.18181818181818
6226,"Sichuan PN New Materials Technology",China,1,0.18181818181818
6226,"Ordos Carbon Neutral Research Institute",China,1,0.18181818181818
6226,"China Resources Power (Hezhou) Co., Ltd",China,1,0.18181818181818
6226,"Genuine Optronics Limited",China,1,0.18181818181818
6226,"State Sida Machine Building Co., Ltd.",China,1,0.18181818181818
6226,"Tiantong Ruihong Technology Co., Ltd",China,1,0.18181818181818
6226,"Jiangsu Zhongjiang Seed Co., Ltd.",China,1,0.18181818181818
6227,"China Ministry of Science and Technology of the People's Republic of China (MOST)",China,5,0.18165045769846
6228,"Mimar Sinan Fine Arts University",Turkey,2,0.181592039801
6229,"Tays Central Hospital",Finland,4,0.18153110317164
6230,"Pepperdine University","United States of America (USA)",3,0.18141945773525
6231,"Tiantai People's Hospital",China,2,0.18131868131868
6232,"SSM Health","United States of America (USA)",3,0.18111111111111
6233,"Alliance for International Medical Action (ALIMA)",Senegal,4,0.18108318226703
6234,"Centre Hospitalier de Boulogne sur Mer",France,4,0.18097601323408
6235,"Materials Center Leoben Forschung GmbH",Austria,2,0.18095238095238
6236,"African Institute for Mathematical Sciences (AIMS)","South Africa",8,0.1808976519914
6237,Sinocare,China,3,0.18055555555556
6237,"Advanced Bio-Agro Tech Limited (ABTL)",India,2,0.18055555555556
6237,"non-affiliated author contributions","Sri Lanka",2,0.18055555555556
6237,"Temuco Catholic University",Chile,2,0.18055555555556
6237,"Afeka Tel Aviv Academic College of Engineering",Israel,2,0.18055555555556
6237,"Nanchang Institute of Science and Technology (NIST)",China,2,0.18055555555556
6238,"Hunan Children's Hospital",China,2,0.18027210884354
6239,"Admiral Makarov National University of Shipbuilding",Ukraine,2,0.18007662835249
6240,"Christopher Newport University (CNU)","United States of America (USA)",15,0.18006300200219
6241,"Eledon Pharmaceuticals, Inc.","United States of America (USA)",3,0.18005279034691
6242,"Shanghai Artificial Intelligence Research Institute Co., Ltd",China,1,0.18
6243,"Platform BioPark Archamps",France,2,0.17989417989418
6244,"Toyo University",Japan,3,0.17972488038278
